iteration,scenario,raw_pr_auc,real_pct,raw_pct_detection,tn,fp,fn,tp,precision,avg_train_time,avg_score_time,min_score_time,max_score_time,min_train_time,max_train_time
1,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.039197649962637415,0.027156777821350953,0.006313629972282797,0.4411142339813523,0.00013474002480506897,3.2451172349974513
2,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.03984909602772123,0.027282436290198737,0.005961670016404241,0.5524208910064772,0.00012643501395359635,3.3353244150057435
3,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.03932501865060268,0.027185362309669257,0.005985805997624993,0.35203204496065155,0.0001302430173382163,3.262176536023617
4,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.03969602899269722,0.027210873915215157,0.005830469017382711,0.6727098869741894,0.00012683396926149726,3.238297758041881
5,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.039599831625029246,0.02702772974721267,0.005918539012782276,0.3354091299697757,0.00012442399747669697,3.269535005034413
6,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.039308648740379364,0.027248229781426266,0.005978219967801124,0.4389555880334228,0.0001256110263057053,3.2359665840049274
7,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.0395331174910063,0.02721635607391363,0.00591074296971783,0.4418253179755993,0.00011966103920713067,3.2511028359876946
8,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.0393786982620839,0.027405926028302583,0.005910036968998611,0.4599071679986082,0.0001245590392500162,3.2499386950512417
9,A9,0.9878804592450892,14.285714285714286,0.9933333333333333,3477,3,4,596,0.5,0.039689883937854095,0.027258371169459894,0.0058987600496038795,0.44015616102842614,0.00012431299546733499,3.2297142230090685
0,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.026761660586745988,0.02608356612570961,0.006321749999187887,0.44711616897257045,0.00020362198119983077,3.8515058959601447
1,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.026683346515028027,0.02609767698142345,0.006004002003464848,0.4513722929987125,0.00017990299966186285,3.4271895779529586
2,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.027018293112577384,0.02615389640081308,0.005563639046158642,0.6668924230034463,0.00019994500325992703,3.3275837560067885
3,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.027056182026184008,0.02584808649547908,0.005951005965471268,0.3485863220412284,0.00013337295968085527,3.2618344249785878
4,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.027203700077190574,0.025989461645741747,0.006034863006789237,0.7766991630196571,0.00013223598944023252,3.243868496036157
5,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.02703985909137243,0.02594537752874506,0.005937836016528308,0.6603160250233486,0.0001303739845752716,3.2485742059652694
6,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.02689948469717776,0.02608789761624177,0.0060070399777032435,0.3451070159790106,0.00013056898023933172,3.2523987790336832
7,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.027089677978295923,0.026111588053089302,0.006042116030585021,0.3460891210124828,0.00012206699466332793,3.248960773984436
8,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.027195914082445337,0.026130791187114526,0.005915243003983051,0.4549718559719622,0.00013141497038304806,3.2366553830215707
9,A7,0.9997244990892534,1.4285714285714286,1.0,4019,1,0,60,1.0,0.026889067792536005,0.026172713190053834,0.005916555994190276,0.3407753999927081,0.00012481800513342023,3.2425359089975245
0,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.04453853848413841,0.02416961028728457,0.005962996976450086,0.4538794929976575,0.00012811098713427782,3.252615609962959
1,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.044307902498472856,0.024274856562024934,0.0059955710312351584,0.5652669270057231,0.00012165500083938241,3.2423019459820352
2,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.045126581824706156,0.02419156359424094,0.005921069998294115,0.3420021740021184,0.00012944004265591502,3.2342187900212593
3,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.044326502534940596,0.024315542189911606,0.005888685001991689,0.5520077660330571,0.00011533201904967427,3.2554316679597832
4,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.04469021497697603,0.02430574974361142,0.005902144010178745,0.4504855159902945,0.00013075402239337564,3.247226554027293
5,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.0443243719070978,0.02421478102382805,0.005962348950561136,0.4330595519859344,0.00011982698924839497,3.298552134016063
6,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.044532074361548955,0.024127641218240438,0.00599834299646318,0.4488547799992375,0.00013782596215605736,3.259029509034008
7,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.0444364220592598,0.02429917233384913,0.006018021027557552,0.775510405015666,0.0001329400110989809,3.2546709320158698
8,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.048908539818436285,0.024207581003706548,0.005862194986548275,0.23185496497899294,0.00012230203719809651,3.2558398169931024
9,A2,0.9999441638607968,7.142857142857143,1.0,3779,1,0,300,0.9966555183946488,0.04475502355341589,0.024081165040704598,0.0059914590092375875,0.34660235000774264,0.00012660998618230224,3.223574648029171
